"","FIELDID","COMID","Method","TotalFish","Total_score","DateSampled","year","month","FinalScore","Intreptation","Branch","StreamName","Richness","DarterCount","SunfishCount","SuckerCount","IntolerantCount","Percent_Tolerant","Percent_Omnivores","Percent_Piscivores","Percent_Lithophilic","Percent_Insectivores","finalwidth_ft","Richness_upper","Richness_lower","Darter_upper","Darter_lower","Sunfish_upper","Sunfish_lower","Sucker_upper","Sucker_lower","Intolerant_upper","Intolerant_lower","Tolerant_upper","Tolerant_lower","Omnivore_upper","Omnivore_lower","Insectivore_upper","Insectivore_lower","Piscivore_upper","Piscivore_lower","Lithophilic_upper","Lithophilic_lower","Richness_score","Darter_score","Sunfish_score","Sucker_score","Intolerant_score","Tolerant_score","Omnivore_score","Insectivores_score","Piscivores_score","Lithophilic_score"
"297","ton1",10850142,"Shocking",42,2,2022-06-14,2022,6,-12,"poorlowfish","Middle","Tonquish Creek",1,1,3,0,2,61.9047619047619,57.1428571428571,2.38095238095238,26.1904761904762,40.4761904761905,4.93333333333333,5.92,3.74933333333333,1.08533333333333,0.542666666666667,0.838666666666666,0.419333333333333,0.690666666666667,0.3256,0.937333333333333,0.4736,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,1,1,1,0,0,0
"298","ton3",10849700,"Seine",64,-2,2015-08-28,2015,8,-2,"acceptable:negative","Middle","Tonquish Creek",0,1,3,0,0,75,70.3125,0,21.875,28.125,14.9860019555556,14,10,3.29692043022223,1.64846021511112,2.54762033244445,1.27381016622223,2.09804027377778,0.98907612906667,2.84734037155556,1.43865618773334,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,0,-1,0
"299","ton3",10849700,"Shocking",64,-2,2022-06-14,2022,6,-2,"acceptable:negative","Middle","Tonquish Creek",0,1,2,1,0,82.8125,71.875,0,45.3125,28.125,14.9860019555556,14,10,3.29692043022223,1.64846021511112,2.54762033244445,1.27381016622223,2.09804027377778,0.98907612906667,2.84734037155556,1.43865618773334,39,75,31,72,62,15,3,1,47,1,-1,-1,0,0,-1,1,1,0,-1,0
"300","up1",10849602,"Seine",108,0,2021-06-10,2021,6,0,"neutral","Upper","Upper Rouge",2,2,2,2,3,39.8148148148148,28.7037037037037,0,75,70.3703703703704,17.8,14,10,3,2,3.026,1.513,2,2,3.382,1.7088,39,75,31,72,62,15,3,1,47,1,-1,0,0,0,0,1,-1,1,-1,1
"301","up1",10849602,"Seine",172,0,2018-06-14,2018,6,0,"neutral","Upper","Upper Rouge",2,2,1,2,3,48.2558139534884,44.7674418604651,0,65.1162790697674,55.2325581395349,17.8,14,10,3,2,3.026,1.513,2,2,3.382,1.7088,39,75,31,72,62,15,3,1,47,1,-1,0,-1,0,0,1,1,0,-1,1
"302","up1",10849602,"Shocking",95,2,2022-06-16,2022,6,2,"acceptable:postive","Upper","Upper Rouge",3,2,3,2,4,46.3157894736842,38.9473684210526,0,63.1578947368421,58.9473684210526,17.8,14,10,3,2,3.026,1.513,2,2,3.382,1.7088,39,75,31,72,62,15,3,1,47,1,-1,0,0,0,1,1,1,0,-1,1
"303","up2",10849602,"Seine",149,-1,2020-07-29,2020,7,-1,"acceptable:negative","Upper","Upper Rouge",2,2,4,2,3,30.2013422818792,20.8053691275168,0.671140939597315,48.993288590604,71.8120805369127,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,0,-1,-1,1,-1,1
"304","up3",10849602,"Seine",305,-4,2016-09-22,2016,9,-4,"poor","Upper","Upper Rouge",1,2,0,1,1,59.672131147541,20.655737704918,0,45.9016393442623,79.344262295082,21.6305071589744,14,10,3,2,3,2,2,2,4.10979636020514,2.07652868726154,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,1,-1,1,-1,0
"305","up3",10849602,"Seine",321,-1,2017-07-21,2017,7,-1,"acceptable:negative","Upper","Upper Rouge",1,2,4,1,1,72.5856697819315,37.0716510903427,0.311526479750779,33.3333333333333,60.1246105919003,21.6305071589744,14,10,3,2,3,2,2,2,4.10979636020514,2.07652868726154,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,1,0,-1,0
"306","up5",10849602,"Seine",366,-2,2017-07-21,2017,7,-2,"acceptable:negative","Upper","Upper Rouge",1,2,3,1,2,39.8907103825137,22.1311475409836,0,65.8469945355191,76.775956284153,21.6305071589744,14,10,3,2,3,2,2,2,4.10979636020514,2.07652868726154,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,-1,1,-1,1
"307","ur-1",10849602,"Seine",571,-4,2016-09-22,2016,9,-4,"poor","Upper","Upper Rouge",0,1,1,1,0,96.322241681261,71.6287215411559,0,6.30472854640981,28.3712784588441,15.7666666666667,14,10,3,2,2.68033333333334,1.34016666666667,2,2,2.99566666666667,1.5136,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0
"308","ur-1",10849602,"Shocking",107,-3,2022-06-27,2022,6,-3,"acceptable:negative","Upper","Upper Rouge",0,1,2,1,0,82.2429906542056,58.8785046728972,0,37.3831775700935,40.1869158878505,15.7666666666667,14,10,3,2,2.68033333333334,1.34016666666667,2,2,2.99566666666667,1.5136,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,-1,0
"309","ur-2",10849608,"Seine",213,-4,2021-06-10,2021,6,-4,"poor","Upper","Bell Branch",0,1,0,1,0,76.5258215962441,49.2957746478873,0,31.4553990610329,50.7042253521127,22.5,14,10,3,2,3,2,2,2,4.275,2.16,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0
"310","ur-2",10849608,"Seine",507,-4,2016-09-16,2016,9,-4,"poor","Upper","Bell Branch",0,1,0,1,0,97.4358974358974,84.2209072978304,0,6.90335305719921,15.7790927021696,22.5,14,10,3,2,3,2,2,2,4.275,2.16,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0
"311","ur-2",10849608,"Shocking",136,-4,2022-06-27,2022,6,-4,"poor","Upper","Bell Branch",0,1,1,1,0,83.8235294117647,79.4117647058823,0,41.1764705882353,20.5882352941176,22.5,14,10,3,2,3,2,2,2,4.275,2.16,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0
"312","ur-4",10849602,"Seine",48,-4,2021-06-10,2021,6,-12,"poorlowfish","Upper","Upper Rouge",0,1,0,1,0,81.25,79.1666666666667,0,33.3333333333333,20.8333333333333,17,14,10,3,2,2.89,1.445,2,2,3.23,1.632,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0
"313","wall1",10849464,"Seine",145,-1,2015-09-11,2015,9,-1,"acceptable:negative","Middle","Walled Lk Drainage",0,1,5,1,0,90.3448275862069,48.2758620689655,1.37931034482759,14.4827586206897,46.8965517241379,26.5419956,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,0,0,0
"314","wall2",10849416,"Seine",276,-2,2015-09-11,2015,9,-2,"acceptable:negative","Middle","Walled Lk Drainage",0,1,1,1,0,99.6376811594203,96.7391304347826,0,36.5942028985507,3.26086956521739,7.63333333333335,9.16000000000002,5.80133333333335,1.67933333333334,0.839666666666669,1.29766666666667,0.648833333333335,1.06866666666667,0.503800000000001,1.45033333333334,0.732800000000002,39,75,31,72,62,15,3,1,47,1,-1,0,0,0,-1,1,1,-1,-1,0
"315","wall2",10849416,"Shocking",131,0,2022-07-06,2022,7,0,"neutral","Middle","Walled Lk Drainage",0,1,2,1,0,99.236641221374,96.9465648854962,0,75.5725190839695,3.05343511450382,7.63333333333335,9.16000000000002,5.80133333333335,1.67933333333334,0.839666666666669,1.29766666666667,0.648833333333335,1.06866666666667,0.503800000000001,1.45033333333334,0.732800000000002,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,1,1,-1,-1,1
"316","wall3",10849382,"Seine",82,0,2015-09-11,2015,9,0,"neutral","Middle","Walled Lk Drainage",0,1,3,1,1,87.8048780487805,86.5853658536585,0,1.21951219512195,13.4146341463415,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,0,1,1,-1,-1,0
"317","wall7",10848510,"Seine",244,-4,2017-06-23,2017,6,-4,"poor","Middle","Walled Lk Drainage",0,0,3,0,0,59.8360655737705,58.6065573770492,0,0,41.3934426229508,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,-1,-1
"318","will1",10849712,"Shocking",239,0,2022-07-26,2022,7,0,"neutral","Middle","Willow Creek",0,1,2,1,0,97.489539748954,65.6903765690377,0.418410041841004,33.0543933054393,33.0543933054393,8.36666666666667,10.04,6.35866666666667,1.84066666666667,0.920333333333334,1.42233333333333,0.711166666666667,1.17133333333333,0.5522,1.58966666666667,0.803200000000001,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,1,1,0,-1,0
